run_label,temperature,mode,validity,exact_match,aggregation_acc,select_column_acc,table_name_acc,where_column_acc,where_operator_acc,where_value_acc,num_examples
checkpoint-500,0.7,checkpoint-500,0.38,0.1,0.78,0.62,0.52,0.46,0.96,0.58,50
checkpoint-500,0.7,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-500,0.7,checkpoint-500_simple_constrained,0.0,0.0,0.1,0.06,0.14,0.0,0.0,0.02,50
checkpoint-500,0.7,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-500,0.7,checkpoint-500_grammar_constrained,0.42,0.04,0.4,0.34,0.44,0.2,0.44,0.18,50
checkpoint-500,1.0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-500,1.0,checkpoint-500,0.28,0.02,0.86,0.54,0.52,0.42,0.96,0.5,50
checkpoint-500,1.0,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-500,1.0,checkpoint-500_simple_constrained,0.0,0.0,0.08,0.12,0.18,0.0,0.14,0.0,50
checkpoint-500,1.0,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-500,1.0,checkpoint-500_grammar_constrained,0.42,0.04,0.38,0.32,0.44,0.14,0.44,0.18,50
checkpoint-1000,0.0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.0,checkpoint-1000,0.66,0.22,0.78,0.76,0.78,0.54,0.96,0.62,50
checkpoint-1000,0.0,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.0,checkpoint-1000_simple_constrained,0.0,0.0,0.18,0.16,0.26,0.0,0.02,0.0,50
checkpoint-1000,0.0,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.0,checkpoint-1000_grammar_constrained,0.44,0.08,0.36,0.38,0.44,0.2,0.44,0.22,50
checkpoint-1000,0.3,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.3,checkpoint-1000,0.42,0.16,0.78,0.72,0.56,0.56,0.96,0.58,50
checkpoint-1000,0.3,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.3,checkpoint-1000_simple_constrained,0.0,0.0,0.18,0.16,0.22,0.0,0.02,0.0,50
checkpoint-1000,0.3,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.3,checkpoint-1000_grammar_constrained,0.46,0.1,0.42,0.42,0.48,0.24,0.48,0.2,50
checkpoint-1000,0.7,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.7,checkpoint-1000,0.5,0.16,0.82,0.76,0.6,0.56,0.96,0.6,50
checkpoint-1000,0.7,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.7,checkpoint-1000_simple_constrained,0.0,0.0,0.14,0.1,0.14,0.0,0.04,0.0,50
checkpoint-1000,0.7,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,0.7,checkpoint-1000_grammar_constrained,0.52,0.04,0.48,0.46,0.54,0.24,0.52,0.22,50
checkpoint-1000,1.0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,1.0,checkpoint-1000,0.32,0.14,0.8,0.66,0.54,0.44,0.92,0.56,50
checkpoint-1000,1.0,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,1.0,checkpoint-1000_simple_constrained,0.0,0.0,0.04,0.04,0.04,0.0,0.02,0.0,50
checkpoint-1000,1.0,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1000,1.0,checkpoint-1000_grammar_constrained,0.4,0.08,0.36,0.32,0.4,0.2,0.4,0.22,50
checkpoint-1500,0.0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.0,checkpoint-1500,0.72,0.3,0.88,0.76,0.84,0.56,0.94,0.62,50
checkpoint-1500,0.0,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.0,checkpoint-1500_simple_constrained,0.0,0.0,0.2,0.14,0.28,0.0,0.04,0.0,50
checkpoint-1500,0.0,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.0,checkpoint-1500_grammar_constrained,0.46,0.1,0.42,0.42,0.48,0.24,0.48,0.22,50
checkpoint-1500,0.3,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.3,checkpoint-1500,0.76,0.3,0.9,0.76,0.86,0.56,0.98,0.62,50
checkpoint-1500,0.3,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.3,checkpoint-1500_simple_constrained,0.0,0.0,0.2,0.14,0.28,0.02,0.04,0.02,50
checkpoint-1500,0.3,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.3,checkpoint-1500_grammar_constrained,0.46,0.1,0.46,0.42,0.48,0.26,0.48,0.22,50
checkpoint-1500,0.7,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.7,checkpoint-1500,0.44,0.12,0.84,0.74,0.62,0.54,0.92,0.54,50
checkpoint-1500,0.7,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.7,checkpoint-1500_simple_constrained,0.0,0.0,0.16,0.14,0.2,0.0,0.04,0.0,50
checkpoint-1500,0.7,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,0.7,checkpoint-1500_grammar_constrained,0.42,0.1,0.4,0.36,0.44,0.28,0.44,0.2,50
checkpoint-1500,1.0,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,1.0,checkpoint-1500,0.5,0.16,0.84,0.64,0.62,0.52,0.9,0.52,50
checkpoint-1500,1.0,base_simple_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,1.0,checkpoint-1500_simple_constrained,0.0,0.0,0.12,0.06,0.16,0.0,0.06,0.0,50
checkpoint-1500,1.0,base_grammar_constrained,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
checkpoint-1500,1.0,checkpoint-1500_grammar_constrained,0.4,0.08,0.38,0.36,0.4,0.16,0.38,0.18,50
